cluster,url_count,has_url,many_urls,no_url_but_link_token,subject_length,body_length,body_subject_ratio,chars_per_url,num_recipients,has_phone,has_email_token,is_short_body,is_long_subject,total_suspicious_keywords,sender_phish_score,receiver_phish_score,from_high_risk_domain,sender_user_len,is_non_reply_sender,sender_domain_encoded,receiver_domain_encoded,hour,day_of_week,is_weekend,is_business_hours
0,-0.12408069078045657,-0.667240388224807,-0.2550306852253352,-0.6785922240460472,-0.27672531572208914,-0.02522066666581262,-0.02187678052714686,-0.002466920235513881,0.003798264498627815,-0.14660397771193964,-0.2913121513461841,0.16955802937947176,0.0014752620269270786,-0.6311911058772612,-1.0308149121963166,-0.9824747177299736,1.0250194753232775,-0.12688013542308166,-0.3130629640121578,-0.1595067369356089,-0.7778458131411631,0.3095043690733282,0.1090644166580866,-0.02152209501981506,0.07002241842910152
1,-0.09790742939034087,-0.426257399394532,-0.2277891492138227,-0.3794987073738274,0.033569277082916356,0.014143770707872875,0.013246964492541183,0.014374948731331163,0.009919014529370418,-0.04802373078723378,-0.11055035769412863,0.0170484115918834,-0.0022455508577470516,0.5830032936641568,0.9605553903208812,0.950335364417554,-0.9546115180239455,0.09667747629569888,0.3098793024450142,-0.01605326209783704,0.40055116158246495,-0.24714720789029754,0.08575403462487056,0.09101551186177935,-0.08970180991240388
2,0.31216965119401197,1.477816301768045,0.6948336021972614,1.3947254360745112,0.19136849538978182,-0.004770750103415648,-0.006098952274713086,-0.0265005861918146,-0.023426939071952292,0.23325780831485815,0.4938063876570209,-0.19263948493683594,0.003121068125063204,-0.5783560895227591,-0.9614362760020191,-0.9861368502943523,0.9549418722543336,-0.07514676383503646,-0.3283724854634168,0.18125093817639829,-0.07566689452285917,0.20598829517437403,-0.27378038299406343,-0.16227252515678423,0.11430960185478123
